run_date,kms,cumulative_daily_actual_kms,daily_goal,cumulative_daily_goal,daily_kms_difference,daily_kms_cumulative_difference,week_number,week,weekly_actual_total,weekly_actual_cumulative,percentage_to_total_weekly,weekly_goal_total,weekly_goal_cumulative,percentage_to_total_weekly_goal,day_of_week,day_number,total_kms,diff_actual_vs_total
2018-02-19 00:00:00+00:00,11.96,232.43,2.86,142.86,4.19,212.41,8,week 8.0,33.120000000000005,11.96,0.3611111111111111,20.02,2.86,0.14285714285714285,Mon,67,1056.49,21.160000000000004
2018-02-20 00:00:00+00:00,0.0,232.43,2.86,145.71,0.0,212.41,8,week 8.0,33.120000000000005,11.96,0.3611111111111111,20.02,5.72,0.2857142857142857,Tue,68,1056.49,21.160000000000004
2018-02-21 00:00:00+00:00,5.1,237.53,2.86,148.57,1.79,217.51,8,week 8.0,33.120000000000005,17.060000000000002,0.5150966183574879,20.02,8.58,0.4285714285714286,Wed,69,1056.49,16.060000000000002
2018-02-22 00:00:00+00:00,0.0,237.53,2.86,151.43,0.0,217.51,8,week 8.0,33.120000000000005,17.060000000000002,0.5150966183574879,20.02,11.44,0.5714285714285714,Thu,70,1056.49,16.060000000000002
2018-02-23 00:00:00+00:00,9.61,247.14,2.86,154.29,3.36,227.11999999999998,8,week 8.0,33.120000000000005,26.67,0.8052536231884058,20.02,14.299999999999999,0.7142857142857143,Fri,71,1056.49,6.450000000000003
2018-02-24 00:00:00+00:00,0.0,247.14,2.86,157.14,0.0,227.11999999999998,8,week 8.0,33.120000000000005,26.67,0.8052536231884058,20.02,17.16,0.8571428571428572,Sat,72,1056.49,6.450000000000003
2018-02-25 00:00:00+00:00,6.45,253.59,2.86,160.0,2.26,233.57,8,week 8.0,33.120000000000005,33.120000000000005,1.0,20.02,20.02,1.0,Sun,73,1056.49,0.0
2018-02-26 00:00:00+00:00,8.23,261.82,2.86,162.86,2.88,241.79999999999998,9,week 9.0,34.02,8.23,0.24191651969429745,20.02,2.86,0.14285714285714285,Mon,74,1056.49,25.790000000000003
2018-02-27 00:00:00+00:00,9.67,271.49,2.86,165.71,3.38,251.47,9,week 9.0,34.02,17.9,0.5261610817166372,20.02,5.72,0.2857142857142857,Tue,75,1056.49,16.120000000000005
2018-02-28 00:00:00+00:00,0.0,271.49,2.86,168.57,0.0,251.47,9,week 9.0,34.02,17.9,0.5261610817166372,20.02,8.58,0.4285714285714286,Wed,76,1056.49,16.120000000000005
2018-03-01 00:00:00+00:00,9.67,281.16,2.86,171.43,3.38,261.14000000000004,9,week 9.0,34.02,27.57,0.810405643738977,20.02,11.44,0.5714285714285714,Thu,77,1056.49,6.450000000000003
2018-03-02 00:00:00+00:00,6.45,287.6,2.86,174.29,2.26,267.58000000000004,9,week 9.0,34.02,34.02,1.0,20.02,14.299999999999999,0.7142857142857143,Fri,78,1056.49,0.0
2018-03-03 00:00:00+00:00,0.0,287.6,2.86,177.14,0.0,267.58000000000004,9,week 9.0,34.02,34.02,1.0,20.02,17.16,0.8571428571428572,Sat,79,1056.49,0.0
2018-03-04 00:00:00+00:00,0.0,287.6,2.86,180.0,0.0,267.58000000000004,9,week 9.0,34.02,34.02,1.0,20.02,20.02,1.0,Sun,80,1056.49,0.0
2018-03-05 00:00:00+00:00,5.07,292.67,2.86,182.86,1.77,272.65000000000003,10,week 10.0,26.19,5.07,0.19358533791523483,20.02,2.86,0.14285714285714285,Mon,81,1056.49,21.12
