run_date,kms,cumulative_daily_actual_kms,daily_goal,cumulative_daily_goal,daily_kms_difference,daily_kms_cumulative_difference
2018-01-01 00:00:00+00:00,5.5698,5.5698,2.857142857142857,2.857142857142857,1.94943,1.94943
2018-01-02 00:00:00+00:00,5.7745,11.3443,2.857142857142857,5.714285714285714,2.0210749999999997,1.9852525
2018-01-03 00:00:00+00:00,4.9477,16.292,2.857142857142857,8.571428571428571,1.731695,1.9007333333333336
2018-01-04 00:00:00+00:00,0.7478,17.039800000000003,2.857142857142857,11.428571428571429,0.26173,1.4909825000000003
2018-01-05 00:00:00+00:00,5.6476999999999995,22.687500000000004,2.857142857142857,14.285714285714286,1.9766949999999999,1.5881250000000002
2018-01-06 00:00:00+00:00,6.0184,28.705900000000003,2.857142857142857,17.142857142857142,2.1064399999999996,1.6745108333333336
2018-01-07 00:00:00+00:00,3.9054,32.6113,2.857142857142857,20.0,1.36689,1.630565
2018-01-08 00:00:00+00:00,3.5091,36.120400000000004,2.857142857142857,22.857142857142858,1.228185,1.5802675000000002
2018-01-09 00:00:00+00:00,0.4092,36.5296,2.857142857142857,25.714285714285715,0.14322,1.4205955555555556
2018-01-10 00:00:00+00:00,11.370000000000001,47.89960000000001,2.857142857142857,28.571428571428573,3.9795000000000003,1.6764860000000001
2018-01-11 00:00:00+00:00,5.321999999999999,53.22160000000001,2.857142857142857,31.42857142857143,1.8626999999999996,1.6934145454545457
2018-01-12 00:00:00+00:00,7.434399999999999,60.656000000000006,2.857142857142857,34.285714285714285,2.6020399999999997,1.7691333333333337
2018-01-13 00:00:00+00:00,2.0117000000000003,62.6677,2.857142857142857,37.14285714285714,0.704095,1.687207307692308
2018-01-14 00:00:00+00:00,3.8159,66.48360000000001,2.857142857142857,39.99999999999999,1.335565,1.6620900000000005
2018-01-15 00:00:00+00:00,8.5663,75.04990000000001,2.857142857142857,42.85714285714285,2.998205,1.751164333333334
2018-01-16 00:00:00+00:00,0.5574,75.60730000000001,2.857142857142857,45.7142857142857,0.19508999999999999,1.6539096875000008
2018-01-17 00:00:00+00:00,6.2741999999999996,81.8815,2.857142857142857,48.571428571428555,2.19597,1.6857955882352946
2018-01-18 00:00:00+00:00,2.3125,84.194,2.857142857142857,51.42857142857141,0.809375,1.6371055555555563
2018-01-19 00:00:00+00:00,8.839,93.033,2.857142857142857,54.28571428571426,3.0936500000000002,1.7137657894736849
2018-01-20 00:00:00+00:00,8.4702,101.5032,2.857142857142857,57.14285714285712,2.96457,1.7763060000000008
2018-01-21 00:00:00+00:00,2.4988,104.00200000000001,2.857142857142857,59.99999999999997,0.87458,1.7333666666666676
2018-01-22 00:00:00+00:00,6.7364,110.73840000000001,2.857142857142857,62.857142857142826,2.3577399999999997,1.7617472727272738
2018-01-23 00:00:00+00:00,0.5961000000000001,111.33450000000002,2.857142857142857,65.71428571428568,0.20863500000000001,1.6942206521739143
2018-01-24 00:00:00+00:00,4.9661,116.30060000000002,2.857142857142857,68.57142857142854,1.738135,1.6960504166666677
2018-01-25 00:00:00+00:00,0.6169,116.91750000000002,2.857142857142857,71.4285714285714,0.215915,1.6368450000000008
2018-01-26 00:00:00+00:00,8.9224,125.83990000000001,2.857142857142857,74.28571428571426,3.1228399999999996,1.6939986538461544
2018-01-27 00:00:00+00:00,2.4668,128.3067,2.857142857142857,77.14285714285712,0.86338,1.6632350000000005
2018-01-28 00:00:00+00:00,1.6088,129.9155,2.857142857142857,79.99999999999999,0.56308,1.6239437500000005
2018-01-29 00:00:00+00:00,2.5326999999999997,132.4482,2.857142857142857,82.85714285714285,0.8864449999999999,1.59851275862069
2018-01-30 00:00:00+00:00,0.7582000000000001,133.2064,2.857142857142857,85.71428571428571,0.26537000000000005,1.5540746666666667
2018-01-31 00:00:00+00:00,6.7401,139.94650000000001,2.857142857142857,88.57142857142857,2.359035,1.5800411290322582
2018-02-01 00:00:00+00:00,0.7146,140.6611,2.857142857142857,91.42857142857143,0.25011,1.53848078125
2018-02-02 00:00:00+00:00,4.0686,144.7297,2.857142857142857,94.28571428571429,1.42401,1.5350119696969697
2018-02-03 00:00:00+00:00,6.2622,150.99190000000002,2.857142857142857,97.14285714285715,2.19177,1.5543283823529412
2018-02-04 00:00:00+00:00,3.9446,154.93650000000002,2.857142857142857,100.00000000000001,1.38061,1.549365
2018-02-05 00:00:00+00:00,13.7567,168.69320000000002,2.857142857142857,102.85714285714288,4.814845,1.6400727777777777
2018-02-06 00:00:00+00:00,5.3283000000000005,174.02150000000003,2.857142857142857,105.71428571428574,1.864905,1.6461493243243244
2018-02-07 00:00:00+00:00,8.0659,182.08740000000003,2.857142857142857,108.5714285714286,2.8230649999999997,1.6771207894736841
2018-02-08 00:00:00+00:00,0.26530000000000004,182.35270000000003,2.857142857142857,111.42857142857146,0.09285500000000001,1.6364985897435895
2018-02-09 00:00:00+00:00,5.6362,187.98890000000003,2.857142857142857,114.28571428571432,1.97267,1.6449028749999997
2018-02-10 00:00:00+00:00,0.0,187.98890000000003,2.857142857142857,117.14285714285718,0.0,1.6047832926829266
2018-02-11 00:00:00+00:00,0.0,187.98890000000003,2.857142857142857,120.00000000000004,0.0,1.5665741666666664
2018-02-12 00:00:00+00:00,3.5299,191.51880000000003,2.857142857142857,122.8571428571429,1.235465,1.5588739534883718
2018-02-13 00:00:00+00:00,11.345500000000001,202.86430000000001,2.857142857142857,125.71428571428577,3.9709250000000003,1.6136932954545449
2018-02-14 00:00:00+00:00,8.3494,211.21370000000002,2.857142857142857,128.5714285714286,2.92229,1.6427732222222218
2018-02-15 00:00:00+00:00,0.5251,211.73880000000003,2.857142857142857,131.42857142857147,0.183785,1.6110560869565214
2018-02-16 00:00:00+00:00,8.7304,220.46920000000003,2.857142857142857,134.28571428571433,3.05564,1.6417919148936166
2018-02-17 00:00:00+00:00,0.0,220.46920000000003,2.857142857142857,137.1428571428572,0.0,1.6075879166666662
2018-02-18 00:00:00+00:00,0.0,220.46920000000003,2.857142857142857,140.00000000000006,0.0,1.5747799999999996
2018-02-19 00:00:00+00:00,11.959800000000001,232.42900000000003,2.857142857142857,142.85714285714292,4.18593,1.6270029999999995
2018-02-20 00:00:00+00:00,0.0,232.42900000000003,2.857142857142857,145.71428571428578,0.0,1.5951009803921563
2018-02-21 00:00:00+00:00,5.104,237.53300000000004,2.857142857142857,148.57142857142864,1.7864,1.5987798076923072
2018-02-22 00:00:00+00:00,0.0,237.53300000000004,2.857142857142857,151.4285714285715,0.0,1.5686141509433957
